"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"4/02/2018","Cafe Rumi","CAFE RUMI CASTRO VALLEY CA","21.24","debit","Restaurants","Citi ThankYou Preferred","",""
"4/02/2018","Safeway","SAFEWAY #3010 CASTRO VALLEY CA","46.28","debit","Groceries","Citi ThankYou Preferred","",""
"4/02/2018","Uber.com","UBER   *EATS WCJX6 800-592-8996CA           03/31","24.53","debit","Rental Car & Taxi","TOTAL CHECKING","",""
"4/02/2018","Costco","COSTCO WHSE #0422 SOUTH SAN FRACA   588958  04/02","78.22","debit","Shopping","TOTAL CHECKING","",""
"4/01/2018","Frankie Johnnie & Luigi Too","FRANKIE JOHNNIE & LUIG DUBLIN CA","47.80","debit","Fast Food","Citi ThankYou Preferred","",""
"4/01/2018","Safeway","SAFEWAY #3010 CASTRO VALLEY CA","23.74","debit","Groceries","Citi ThankYou Preferred","",""
"4/01/2018","McDonald's","MCDONALD'S F13562 CASTRO VALLEY CA","23.25","debit","Fast Food","Citi ThankYou Preferred","",""
"3/31/2018","Lazy Dog Restaurant","LAZY DOG RESTAURANT 15 DUBLIN CA","86.20","debit","Restaurants","Citi ThankYou Preferred","",""
"3/31/2018","Target","TARGET 00003285 DUBLIN CA","91.85","debit","Shopping","Citi ThankYou Preferred","",""
"3/31/2018","Toys ""R"" Us","TOYS R US #5811 QPS DUBLIN CA","67.25","debit","Toys","Citi ThankYou Preferred","",""
"3/31/2018","Wal-Mart","WAL-MART #2161 PLEASANTON CA","16.52","debit","Shopping","Citi ThankYou Preferred","",""
"3/31/2018","Uber.com","UBER EATS YPMJ3 8005928996 CA","36.24","debit","Rental Car & Taxi","Citi ThankYou Preferred","",""
"3/31/2018","Starbucks","STARBUCKS 800-782-7282 WA","25.00","debit","Coffee Shops","Citi ThankYou Preferred","",""
"3/31/2018","Specialty S Cafe","SPECIALTY S CAFE & BAK 415-3622052 CA","8.99","debit","Restaurants","Citi ThankYou Preferred","",""
"3/30/2018","Microsoft XBox Live","MICROSOFT *XBOX 08006427676 WA","4.99","debit","Amusement","Citi ThankYou Preferred","",""
"3/30/2018","Cv Car Wash","76 - 76 CV CAR WASH CASTRO VALLEY CA","34.35","debit","Service & Parts","Citi ThankYou Preferred","",""
"3/30/2018","Uber.com","UBER   *EATS 7Z4XO 800-592-8996CA           03/29","4.00","debit","Rental Car & Taxi","TOTAL CHECKING","",""
"3/30/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         03/30","2.99","debit","Music","TOTAL CHECKING","",""
"3/30/2018","Uber.com","UBER   *EATS 7Z4XO 800-592-8996CA           03/29","29.90","debit","Rental Car & Taxi","TOTAL CHECKING","",""
"3/30/2018","Online Transfer Chk","Online Transfer from  CHK ...5079 transaction#: 6942952587","60.00","credit","Transfer","TOTAL CHECKING","",""
"3/30/2018","Armo Biosciences Direct","ARMO BIOSCIENCES DIRECT DEPPPD ID: 9111111101","4103.16","credit","Paycheck","TOTAL CHECKING","",""
"3/30/2018","East Bay Mud","EAST BAY MUD     ONLINE PMT CKF848041968POS WEB ID: 1061291316","123.77","debit","Utilities","TOTAL CHECKING","",""
"3/29/2018","Specialty S Cafe","SPECIALTY S CAFE & BAK 415-3622052 CA","8.99","debit","Restaurants","Citi ThankYou Preferred","",""
"3/29/2018","Fandango","ROKU FOR FANDANGONOW 816-272-8106 CA","4.99","debit","Movies & DVDs","Citi ThankYou Preferred","",""
"3/29/2018","Starbucks","STARBUCKS 800-782-7282 WA","25.00","debit","Coffee Shops","Citi ThankYou Preferred","",""
"3/29/2018","Quickly","SQU*SQ *QUICKLY CASTRO Castro Valley CA","8.18","debit","Restaurants","Citi ThankYou Preferred","",""
"3/29/2018","Safeway","SAFEWAY #3010 CASTRO VALLEY CA","49.35","debit","Groceries","Citi ThankYou Preferred","",""
"3/29/2018","Quickly","SQU*SQ *QUICKLY CASTRO Castro Valley CA","17.48","debit","Restaurants","Citi ThankYou Preferred","",""
"3/29/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         03/28","4.99","debit","Music","TOTAL CHECKING","",""
"3/29/2018","Uber.com","UBER   *EATS LODEB 800-592-8996CA           03/29","17.60","debit","Rental Car & Taxi","TOTAL CHECKING","",""
"3/28/2018","Specialty's Cafe & Bakery Inc.","SPECIALTYS CAFE AND BA REDWOOD CITY CA","2.99","debit","Restaurants","Citi ThankYou Preferred","",""
"3/28/2018","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA","16.99","debit","Shopping","Citi ThankYou Preferred","",""
"3/28/2018","Starbucks","STARBUCKS 800-782-7282 WA","15.00","debit","Coffee Shops","Citi ThankYou Preferred","",""
"3/28/2018","Cv Car Wash","76 - 76 CV CAR WASH CASTRO VALLEY CA","33.58","debit","Service & Parts","Citi ThankYou Preferred","",""
"3/28/2018","Wal-Mart","WAL-MART #2161 PLEASANTON CA","18.68","debit","Shopping","Citi ThankYou Preferred","",""
"3/28/2018","Specialty S Cafe","SPECIALTY S CAFE & BAK 415-3622052 CA","8.99","debit","Restaurants","Citi ThankYou Preferred","",""
"3/28/2018","Uber.com","UBER   *EATS N6BNY 800-592-8996CA           03/27","29.90","debit","Rental Car & Taxi","TOTAL CHECKING","",""
"3/28/2018","Uber.com","UBER   *EATS N6BNY 800-592-8996CA           03/27","4.00","debit","Rental Car & Taxi","TOTAL CHECKING","",""
"3/28/2018","Fid Bkg Svc","FID BKG SVC LLC  MONEYLINEPPD ID: 0368504603","1110.94","credit","Income","TOTAL CHECKING","",""
"3/27/2018","Old Navy","OLD NAVY ON-LINE 800-OLDNAVY OH","120.59","debit","Clothing","Citi ThankYou Preferred","",""
"3/27/2018","Sebmf Online Bill","SEBMF ONLINE BILL PAY 09168546534 CA","14.84","debit","Bills & Utilities","Citi ThankYou Preferred","",""
"3/27/2018","In-N-Out Burger","IN N OUT BURGER 257 SAN CARLOS CA","8.27","debit","Fast Food","Citi ThankYou Preferred","",""
"3/27/2018","Starbucks","STARBUCKS 800-782-7282 WA","10.00","debit","Coffee Shops","Citi ThankYou Preferred","",""
"3/27/2018","Safeway","SAFEWAY #3010 CASTRO VALLEY CA","137.75","debit","Groceries","Citi ThankYou Preferred","",""
"3/27/2018","Great Clips","5265 GREAT CLIPS AT 58 CASTRO VALLEY CA","23.00","debit","Hair","Citi ThankYou Preferred","",""
"3/26/2018","Redwood City Parking","REDWOOD CITY PARKING REDWOOD CITY CA","0.75","debit","Parking","Citi ThankYou Preferred","",""
"3/26/2018","ATM Fee","NON-CHASE ATM WITHDRAW719070  03/264122 DYER","2.25","debit","ATM Fee","TOTAL CHECKING","",""
"3/26/2018","ATM Withdrawal","NON-CHASE ATM WITHDRAW719070  03/264122 DYER","20.00","debit","Cash & ATM","TOTAL CHECKING","",""
"3/26/2018","Arco","ARCO#02152 CASTRO VALLEY CA03/23","30.27","debit","Gas & Fuel","TOTAL CHECKING","",""
"3/26/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         03/26","16.98","debit","Music","TOTAL CHECKING","",""
"3/26/2018","Freedom Financia Ppd","FREEDOM FINANCIA PAYMENTPPD ID: V352240393","383.07","debit","Financial","TOTAL CHECKING","",""
"3/26/2018","Island Pacific Supermarket","ISLAND PACIFIC UNION CITY CA03/26","42.76","debit","Groceries","TOTAL CHECKING","",""
"3/26/2018","ATM Fee","NON-CHASE ATM FEE-WITH","2.50","debit","ATM Fee","TOTAL CHECKING","",""
"3/25/2018","Chevron","CHEVRON 0095542 DUBLIN CA","32.25","debit","Gas & Fuel","Citi ThankYou Preferred","",""
"3/25/2018","Target","TARGET 00003285 DUBLIN CA","290.15","debit","Shopping","Citi ThankYou Preferred","",""
"3/25/2018","Denica's Real Food Kitchen","DENICAS REAL FOOD KITC CASTRO VALLEY CA","47.19","debit","Restaurants","Citi ThankYou Preferred","",""
"3/25/2018","Old Navy","OLD NAVY ON-LINE 800-OLDNAVY OH","16.39","debit","Clothing","Citi ThankYou Preferred","",""
"3/25/2018","Odagada","ODAGADA DUBLIN CA","107.41","debit","Restaurants","Citi ThankYou Preferred","",""
"3/24/2018","Target","TARGET 00014720 HAYWARD CA","52.27","debit","Shopping","Citi ThankYou Preferred","",""
"3/24/2018","Sharis Castro Valle","SHARIS OF CASTRO VALLE CASTRO VALLEY CA","40.66","debit","Restaurants","Citi ThankYou Preferred","",""
"3/24/2018","Abercrombie & Fitch","ABERCROMBIE&FITCH #112 LIVERMORE CA","43.63","debit","Clothing","Citi ThankYou Preferred","",""
"3/24/2018","Uber.com","UBER EATS K6BJW 8005928996 CA","26.18","debit","Rental Car & Taxi","Citi ThankYou Preferred","",""
"3/24/2018","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA","10.68","debit","Shopping","Citi ThankYou Preferred","",""
"3/24/2018","Spotify","SPOTIFY*USA-SUBS 877-778-1161 NY","14.99","debit","Music","Citi ThankYou Preferred","",""
"3/24/2018","Specialty S Cafe","SPECIALTY S CAFE & BAK 415-3622052 CA","8.99","debit","Restaurants","Citi ThankYou Preferred","",""
"3/23/2018","Sq Milkcow Cafe","SQ *SQ *MILKCOW CAFE Castro Valley CA","38.57","debit","Restaurants","Citi ThankYou Preferred","",""
"3/23/2018","Starbucks","STARBUCKS 800-782-7282 WA","15.00","debit","Coffee Shops","Citi ThankYou Preferred","",""
"3/23/2018","Wal-Mart","WAL-MART #2161 PLEASANTON CA","35.33","debit","Shopping","Citi ThankYou Preferred","",""
"3/23/2018","Linkage Bioscien Payroll","LINKAGE BIOSCIEN PAYROLLPPD ID: 9002417086","2666.84","credit","Paycheck","TOTAL CHECKING","",""
"3/23/2018","Robinhood Crfn Ach","ROBINHOOD (CRFN) ACHPPD ID: 1000101344","2939.00","credit","Income","TOTAL CHECKING","",""
"3/22/2018","Wal-Mart","WAL-MART #2161 PLEASANTON CA","39.32","debit","Shopping","Citi ThankYou Preferred","",""
"3/22/2018","Knudsens Ice Creamery","KNUDSENS ICE CREAMERY CASTRO VALLEY CA","38.23","debit","Restaurants","Citi ThankYou Preferred","",""
"3/22/2018","Rite Aid","RITE AID STORE - 5922 CASTRO VALLEY CA","40.55","debit","Pharmacy","Citi ThankYou Preferred","",""
"3/22/2018","Rite Aid","RITE AID STORE - 5922 CASTRO VALLEY CA","48.50","debit","Pharmacy","Citi ThankYou Preferred","",""
"3/22/2018","Sp Hidrate","SP * HIDRATE 7202604597 CO","59.04","debit","Health & Fitness","Citi ThankYou Preferred","",""
"3/22/2018","Haha Ramen Sushi","HAHA RAMEN SUSHI HAYWARD CA","28.54","debit","Restaurants","Citi ThankYou Preferred","",""
"3/22/2018","T-Mobile","TMOBILE*POSTPAID TEL 800-937-8997 WA","2200.00","credit","Mobile Phone","Citi ThankYou Preferred","",""
"3/22/2018","Starbucks","STARBUCKS 800-782-7282 WA","10.00","debit","Coffee Shops","Citi ThankYou Preferred","",""
"3/22/2018","Specialty S Cafe","SPECIALTY S CAFE & BAK 415-3622052 CA","8.99","debit","Restaurants","Citi ThankYou Preferred","",""
"3/22/2018","State Farm","STATE FARM RO 27 SFPPPPD ID: 9000307001","224.49","debit","Auto Insurance","TOTAL CHECKING","",""
"3/21/2018","Cv Car Wash","76 - 76 CV CAR WASH CASTRO VALLEY CA","31.58","debit","Service & Parts","Citi ThankYou Preferred","",""
"3/21/2018","Starbucks","STARBUCKS 800-782-7282 WA","10.00","debit","Coffee Shops","Citi ThankYou Preferred","",""
"3/21/2018","Specialty S Cafe","SPECIALTY S CAFE & BAK 415-3622052 CA","8.99","debit","Restaurants","Citi ThankYou Preferred","",""
"3/21/2018","Daac Hayward","76 - DAAC HAYWARD 92 HAYWARD CA","33.44","debit","Gas & Fuel","Citi ThankYou Preferred","",""
"3/21/2018","Uber.com","UBER   *FH5KI 800-592-8996 CA03/20","2.00","debit","Rental Car & Taxi","TOTAL CHECKING","",""
"3/21/2018","Pacific Gas & Electric","PGANDE           WEB ONLINE 91996886030118  WEB ID: 5940742640","265.05","debit","Utilities","TOTAL CHECKING","",""
"3/20/2018","Starbucks","STARBUCKS 800-782-7282 WA","10.00","debit","Coffee Shops","Citi ThankYou Preferred","",""
"3/20/2018","IHOP","IHOP #0601 HAYWARD CA","30.65","debit","Restaurants","Citi ThankYou Preferred","",""
"3/20/2018","Specialty S Cafe","SPECIALTY S CAFE & BAK 415-3622052 CA","8.99","debit","Restaurants","Citi ThankYou Preferred","",""
"3/20/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         03/20","10.98","debit","Music","TOTAL CHECKING","",""
"3/20/2018","American Express","AMERICAN EXPRESS ACH PMT    M9932           WEB ID: 2005032111","20.80","debit","Credit Card Payment","TOTAL CHECKING","",""
"3/20/2018","T-Mobile","TMOBILE*EIP PMT TEL 800-937-8997WA          03/20","2153.57","debit","Mobile Phone","TOTAL CHECKING","",""
"3/19/2018","Physicians Billing Service","PHYSICIANS BILLING SER 405-682-3303 OK","536.00","debit","Doctor","Citi ThankYou Preferred","",""
"3/19/2018","Fandango","ROKU FOR FANDANGONOW 816-272-8106 CA","5.99","debit","Movies & DVDs","Citi ThankYou Preferred","",""
"3/19/2018","Kaiser Permanente","KAISER PHARM 921 SAN LEANDRO CA","30.00","debit","Health Insurance","Citi ThankYou Preferred","",""
"3/19/2018","Starbucks","STARBUCKS 800-782-7282 WA","15.00","debit","Coffee Shops","Citi ThankYou Preferred","",""
"3/19/2018","Uber.com","UBER   *EATS FH5KI 800-592-8996CA           03/18","33.72","debit","Rental Car & Taxi","TOTAL CHECKING","",""
"3/19/2018","PayPal","PAYPAL           INST XFER  SCIBAY          WEB ID: PAYPALSI77","25.00","debit","Shopping","TOTAL CHECKING","",""
"3/19/2018","American Express","AMERICAN EXPRESS ACH PMT    W2886           WEB ID: 2005032111","1386.61","debit","Credit Card Payment","TOTAL CHECKING","",""
"3/18/2018","Square Cinnabon","SQUARE *SQ *CINNABON Concord CA","10.88","debit","Fast Food","Citi ThankYou Preferred","",""
"3/18/2018","Sq B B","SQ *SQ *B.B Concord CA","10.78","debit","Hair","Citi ThankYou Preferred","",""
"3/18/2018","Spaghetti Factory Inc","OLD SPAGHETTI FACTORY CONCORD CA","54.10","debit","Restaurants","Citi ThankYou Preferred","",""
"3/17/2018","Starbucks","STARBUCKS 800-782-7282 WA","10.00","debit","Coffee Shops","Citi ThankYou Preferred","",""
"3/17/2018","Haha Ramen Sushi","HAHA RAMEN SUSHI HAYWARD CA","41.17","debit","Restaurants","Citi ThankYou Preferred","",""
"3/17/2018","Amazon","AMAZON DIGITAL SVCS 88 888-802-3080 WA","19.99","credit","Shopping","Citi ThankYou Preferred","",""
"3/17/2018","Nordstrom","NORDSTROM #0430 PLEASANTON CA","46.64","debit","Clothing","Citi ThankYou Preferred","",""
"3/17/2018","Uber.com","UBER EATS 355WX HELP.UBER.COMCA","26.18","debit","Rental Car & Taxi","Citi ThankYou Preferred","",""
"3/17/2018","T-Mobile","TMOBILE*POSTPAID PDA 800-937-8997 WA","2200.00","debit","Mobile Phone","Citi ThankYou Preferred","",""
"3/17/2018","Uber.com","UBER 355WX HELP.UBER.COMCA","4.00","debit","Rental Car & Taxi","Citi ThankYou Preferred","",""
"3/17/2018","Specialty S Cafe","SPECIALTY S CAFE & BAK 415-3622052 CA","8.99","debit","Restaurants","Citi ThankYou Preferred","",""
"3/16/2018","Solution","SNORING SOLUTION CALGARY CANDigital Account Number XXXXXXXXXXXX0561","114.89","debit","Business Services","Citi ThankYou Preferred","",""
"3/16/2018","Amazon","AMAZON DIGITAL SVCS 88 888-802-3080 WA","19.99","debit","Shopping","Citi ThankYou Preferred","",""
"3/16/2018","Starbucks","STARBUCKS 800-782-7282 WA","10.00","debit","Coffee Shops","Citi ThankYou Preferred","",""
"3/16/2018","Specialty S Cafe","SPECIALTY S CAFE & BAK 415-3622052 CA","13.99","debit","Restaurants","Citi ThankYou Preferred","",""
"3/16/2018","Transfer from TOTAL CHECKING","Online Transfer from  CHK ...5432 transaction#: 6908675938","25.00","credit","Transfer","TOTAL CHECKING","",""
"3/16/2018","Uber.com","UBER   *QNQMU 800-592-8996 CA03/15","26.18","debit","Rental Car & Taxi","TOTAL CHECKING","",""
"3/16/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         03/16","4.99","debit","Music","TOTAL CHECKING","",""
"3/16/2018","Account Maintenance Fee","MONTHLY SERVICE FEE","12.00","debit","Bank Fee","TOTAL CHECKING","",""
"3/16/2018","Arco","ARCO 7119 MILLBRAE CA03/16","33.81","debit","Gas & Fuel","TOTAL CHECKING","",""
"3/16/2018","Arco","ARCO 7119 MILLBRAE CA03/16","0.40","debit","Gas & Fuel","TOTAL CHECKING","",""
"3/16/2018","Great Lakes Student","GREAT LAKES      STUDENT LNPPD ID: 9102000901","239.34","debit","Student Loan","TOTAL CHECKING","",""
"3/16/2018","Citi Autopay Web","CITI AUTOPAY     PAYMENT    082593747441565 WEB ID: CITICARDAP","127.00","debit","Bills & Utilities","TOTAL CHECKING","",""
"3/16/2018","Transfer to TOTAL CHECKING","Online Transfer to  CHK ...9412transaction#: 6908675938 03/16","25.00","debit","Transfer","TOTAL CHECKING","",""
"3/15/2018","Autopay Rautopay Auto","AUTOPAY 999990000084274RAUTOPAY AUTO-PMT","127.00","credit","Credit Card Payment","Citi ThankYou Preferred","",""
"3/15/2018","Fearless Martial Arts Academy LLC","FEARLESS MARTIAL ARTS A 925-6833281 CA","129.00","debit","Tuition","Citi ThankYou Preferred","",""
"3/15/2018","CBS All Access","CBS ALL ACCESS 08882745343 CA","9.99","debit","Television","Citi ThankYou Preferred","",""
"3/15/2018","Specialty S Cafe","SPECIALTY S CAFE & BAK 415-3622052 CA","13.99","debit","Restaurants","Citi ThankYou Preferred","",""
"3/15/2018","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","25.99","debit","Shopping","Citi ThankYou Preferred","",""
"3/15/2018","IHOP","IHOP #0601 HAYWARD CA","41.72","debit","Restaurants","Citi ThankYou Preferred","",""
"3/15/2018","Cv Car Wash","76 - 76 CV CAR WASH CASTRO VALLEY CA","32.79","debit","Service & Parts","Citi ThankYou Preferred","",""
"3/15/2018","Lazy Dog Restaurant","LAZY DOG RESTAURANT 15 DUBLIN CA","57.00","debit","Restaurants","Citi ThankYou Preferred","",""
"3/15/2018","Starbucks","STARBUCKS 800-782-7282 WA","10.00","debit","Coffee Shops","Citi ThankYou Preferred","",""
"3/15/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         03/14","9.99","debit","Music","TOTAL CHECKING","",""
"3/15/2018","Costco","GOOGLE *Costco g.co/helppay# CA03/15","74.92","debit","Shopping","TOTAL CHECKING","",""
"3/15/2018","Armo Biosciences Direct","ARMO BIOSCIENCES DIRECT DEPPPD ID: 9111111101","1729.64","credit","Paycheck","TOTAL CHECKING","",""
"3/14/2018","Starbucks","STARBUCKS 800-782-7282 WA","10.00","debit","Coffee Shops","Citi ThankYou Preferred","",""
"3/14/2018","Jollibee Union","JOLLIBEE UNION UNION CITY CA","10.17","debit","Fast Food","Citi ThankYou Preferred","",""
"3/14/2018","CARE.com","CCI*CARE.COM 8772273115 MA","78.00","debit","Doctor","Citi ThankYou Preferred","",""
"3/14/2018","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5432transaction#: 6978624838","300.00","credit","Transfer","TOTAL CHECKING","",""
"3/14/2018","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5053 transaction#: 6978624838 03/14","300.00","debit","Transfer","TOTAL CHECKING","",""
"3/14/2018","Costco","COSTCO WHSE #0422 SOUTH SAN FRACA   585438  03/14","131.09","debit","Shopping","TOTAL CHECKING","",""
"3/14/2018","Citi Online Web","CITI CARD ONLINE PAYMENT    122591222399575 WEB ID: CITICTP","8475.61","debit","Credit Card Payment","TOTAL CHECKING","",""
"3/13/2018","Knudsens Ice Creamery","KNUDSENS ICE CREAMERY CASTRO VALLEY CA","27.49","debit","Restaurants","Citi ThankYou Preferred","",""
"3/13/2018","Starbucks","STARBUCKS STORE 05273 CASTRO VALLEY CA","1.75","debit","Coffee Shops","Citi ThankYou Preferred","",""
"3/13/2018","Wal-Mart","WAL-MART #2161 PLEASANTON CA","31.10","debit","Shopping","Citi ThankYou Preferred","",""
"3/13/2018","Starbucks","STARBUCKS STORE 05273 CASTRO VALLEY CA","13.40","debit","Coffee Shops","Citi ThankYou Preferred","",""
"3/13/2018","Specialty S Cafe","SPECIALTY S CAFE & BAK 415-3622052 CA","14.99","debit","Restaurants","Citi ThankYou Preferred","",""
"3/13/2018","State Farm","STATE FARM INSURANCE 08009566310 IL","223.98","debit","Auto Insurance","Citi ThankYou Preferred","",""
"3/13/2018","Online Thank You","ONLINE PAYMENT, THANK YOU","8475.61","credit","Credit Card Payment","Citi ThankYou Preferred","",""
"3/13/2018","Specialty's Cafe & Bakery Inc.","SPECIALTYS CAFE AND BA REDWOOD CITY CA","16.06","debit","Restaurants","Citi ThankYou Preferred","",""
"3/13/2018","PayPal","PAYPAL           INST XFER  TFC.TV          WEB ID: PAYPALSI77","31.95","debit","Shopping","TOTAL CHECKING","",""
"3/13/2018","American Express","AMERICAN EXPRESS ACH PMT    M0584           WEB ID: 2005032111","882.12","debit","Credit Card Payment","TOTAL CHECKING","",""
"3/12/2018","KFC","KFC #290 CASTRO VALLEY CA","8.73","debit","Fast Food","Citi ThankYou Preferred","",""
"3/12/2018","Cv Car Wash","76 - 76 CV CAR WASH CASTRO VALLEY CA","31.49","debit","Service & Parts","Citi ThankYou Preferred","",""
"3/12/2018","Haha Ramen Sushi","HAHA RAMEN SUSHI HAYWARD CA","53.58","debit","Restaurants","Citi ThankYou Preferred","",""
